question,RII2000,RII2001,RIII&RIV2002,RR2006,RR2007,RR2008,RR2009,RR2012,RR2014,RR2018,conflict
您覺得您的父母有沒有給您(或您的配偶)生男孩的壓力?,f06/您覺得您的父母(或是配偶父母)有沒有給您(或您的配偶)生男孩的壓力?,F06/您覺得您的父母(或您配偶的父母)有沒有給您(或您的配偶)生男孩的壓力?,E06/您覺得您的父母(或您配偶的父母)有沒有給您(或您的配偶)生男孩的壓力?,E05/您覺得您的父母(或您配偶的父母)有沒有給您(或您的配偶)生男孩的壓力?,f03/您覺得您的父母(或您配偶的父母)有沒有給您(或您的配偶)生男孩的壓力?,e03/您覺得您的父母(或您配偶的父母)有沒有給您(或您的配偶)生男孩的壓力?,e01/您覺得您的父母(或您配偶的父母)有沒有給您(或您的配偶)生男孩的壓力?,,d01/您覺得您的父母有沒有給您(或您的配偶)生男孩的壓力?,d04/您覺得您的父母有沒有給您(或您的配偶)生男孩的壓力?,
您平均一天大約有多少時間和子女相處?,g01/您平均一天大約有多少時間和子女相處?,G01/您平均一天大約有多少時間和子女相處?,,,,,,,,,
您和您子女在一起時，最常做那些事?,g02/您和您子女在一起時，最常做那些事?,G02/您和您子女在一起時，最常做那些事?,,,,,,,,,
您與配偶的感情(1分代表感情非常不好，5分代表感情非常好),g03a/您與配偶的感情(1分代表感情非常不好，5分代表感情非常好),G03C/您與配偶的感情(1分代表感情非常不好，5分代表感情非常好),,,,,,,,,
您與女兒的感情(1分代表感情非常不好，5分代表感情非常好),g03b/您與女兒的感情(1分代表感情非常不好，5分代表感情非常好),G03A/您與女兒的感情(1分代表感情非常不好，5分代表感情非常好),,,,,,,,,
您與兒子的感情(1分代表感情非常不好，5分代表感情非常好),g03c/您與兒子的感情(1分代表感情非常不好，5分代表感情非常好),G03B/您與兒子的感情(1分代表感情非常不好，5分代表感情非常好),,,,,,,,,
您和您的配偶曾為了家務分工發生意見不合嗎?,g04a/您和您的配偶曾為家務分工發生意見不合嗎?,G04A/您和您的配偶曾為了家務分工而意見不合嗎?,,D02A/您和您的配偶曾為了家務分工發生意見不合嗎?,,,,,,,
您和您的配偶曾為了子女管教發生意見不合嗎?,g04b/您和您的配偶曾為子女管教發生意見不合嗎?,G04B/您和您的配偶曾為了子女管教而意見不合嗎?,,D02B/您和您的配偶曾為了子女管教發生意見不合嗎?,,,,,,,
您和您的配偶曾為了財務問題發生意見不合嗎?,g04c/您和您的配偶曾為財務問題發生意見不合嗎?,G04C/您和您的配偶曾為了財務問題而意見不合嗎?,,D02C/您和您的配偶曾為了財務問題發生意見不合嗎?,,,,,,,
您和您的配偶曾為家族事務發生意見不合嗎?,g04d/您和您的配偶曾為家族事務發生意見不合嗎?,G04D/您和您的配偶曾為了家族事務而意見不合嗎?,,D02D/您和您的配偶曾為了家族事務發生意見不合嗎?,,,,,,,
您和您的配偶曾為了感情問題發生意見不合嗎?,g04e/您和您的配偶曾為感情問題發生意見不合嗎?,G04E/您和您的配偶曾為了感情問題而意見不合嗎?,,D02E/您和您的配偶曾為了感情問題發生意見不合嗎?,,,,,,,
和您的配偶發生意見不合時，通常您會不說話,g05a01/和您的配偶發生意見不合時，通常您會不說話,G05A01/和您的配偶發生意見不合時，通常您會不說話,,D03A01/您和您的配偶發生意見不合時，通常您會(可多選):不說話,,,,,,b25a01/您和您的配偶(同居伴侶)發生意見不合時，通常您會:不說話,
您和您的配偶發生意見不合時，通常您會(可多選):批評對方,g05a02/和您的配偶發生意見不合時，通常您會批評對方,G05A02/和您的配偶發生意見不合時，通常您會批評對方,,D03A02/您和您的配偶發生意見不合時，通常您會(可多選):批評對方,,,,,,b25a02/您和您的配偶(同居伴侶)發生意見不合時，通常您會:批評對方,
您和您的配偶發生意見不合時，通常您會(可多選):發脾氣,g05a03/和您的配偶發生意見不合時，通常您會發脾氣,G05A03/和您的配偶發生意見不合時，通常您會發脾氣,,D03A03/您和您的配偶發生意見不合時，通常您會(可多選):發脾氣,,,,,,b25a03/您和您的配偶(同居伴侶)發生意見不合時，通常您會:發脾氣,
和您的配偶發生意見不合時，通常您會有肢體動作(動手動腳),g05a04/和您的配偶發生意見不合時，通常您會有肢體動作(動手動腳),G05A04/和您的配偶發生意見不合時，通常您會有肢體動作,,D03A04/您和您的配偶發生意見不合時，通常您會(可多選):有肢體動作(台語:動手動腳),,,,,,b25a04/您和您的配偶(同居伴侶)發生意見不合時，通常您會:有肢體動作(台語:動手動腳),
您和您的配偶發生意見不合時，通常您會(可多選):其他,g05a05/和您的配偶發生意見不合時，通常您會其他,G05A05/和您的配偶發生意見不合時，通常您會其他,,D03A06/您和您的配偶發生意見不合時，通常您會(可多選):其他,,,,,,b25a06/您和您的配偶(同居伴侶)發生意見不合時，通常您會:其他,
和您的配偶發生意見不合時，通常您的配偶會不說話,g05b01/和您的配偶發生意見不合時，通常您的配偶會不說話,G05B01/您和您的配偶發生意見不合時，通常您的配偶會不說話,,D03B01/您和您的配偶發生意見不合時，通常您的配偶會(可多選):不說話,,,,,,b25b01/您和您的配偶(同居伴侶)發生意見不合時，通常您的配偶會:不說話,
和您的配偶發生意見不合時，通常您的配偶會批評對方,g05b02/和您的配偶發生意見不合時，通常您的配偶會批評對方,G05B02/您和您的配偶發生意見不合時，通常您的配偶會批評對方,,D03B02/您和您的配偶發生意見不合時，通常您的配偶會(可多選):批評對方,,,,,,b25b02/您和您的配偶(同居伴侶)發生意見不合時，通常您的配偶會:批評對方,V
和您的配偶發生意見不合時，通常您的配偶會發脾氣,g05b03/和您的配偶發生意見不合時，通常您的配偶會發脾氣,G05B03/您和您的配偶發生意見不合時，通常您的配偶會發脾氣,,D03B03/您和您的配偶發生意見不合時，通常您的配偶會(可多選):發脾氣,,,,,,b25b03/您和您的配偶(同居伴侶)發生意見不合時，通常您的配偶會:發脾氣,V
和您的配偶發生意見不合時，通常您的配偶會有肢體動作(動手動腳),g05b04/和您的配偶發生意見不合時，通常您的配偶會有肢體動作(動手動腳),G05B04/您和您的配偶發生意見不合時，通常您的配偶會有肢體動作,,D03B04/您和您的配偶發生意見不合時，通常您的配偶會(可多選):有肢體動作(台語:動手動腳),,,,,,b25b04/您和您的配偶(同居伴侶)發生意見不合時，通常您的配偶會:有肢體動作(台語:動手動腳),
您和您的配偶發生意見不合時，通常您的配偶會(可多選):其他,g05b05/和您的配偶發生意見不合時，通常您的配偶會其他,G05B05/您和您的配偶發生意見不合時，通常您的配偶會其他,,D03B06/您和您的配偶發生意見不合時，通常您的配偶會(可多選):其他,,,,,,b25b05/您和您的配偶(同居伴侶)發生意見不合時，通常您的配偶會:摔東西,
您和您的配偶發生意見不合後，通常會當場和好,g06z01/您和您的配偶發生意見不合後，通常會當場和好,G06Z01/您和您的配偶發生意見不合後，通常當場和好,,,,,,,,,
您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?彼此不說話,g06z02/您和您的配偶發生意見不合後，通常會彼此不說話,G06Z02/您和您的配偶發生意見不合後，通常彼此不說話,,D03B02/您和您的配偶發生意見不合時，通常您的配偶會(可多選):批評對方,,,,,,b25c02/您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?彼此不說話,V
您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?生氣過後就沒事了,g06z03/您和您的配偶發生意見不合後，通常會生氣過後就沒事了,G06Z03/您和您的配偶發生意見不合後，通常生氣過後就沒事了,,D03B03/您和您的配偶發生意見不合時，通常您的配偶會(可多選):發脾氣,,,,,,b25c03/您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?生氣過後就沒事了,V
您和您的配偶發生意見不合後，通常怎麼解決?(可多選):生氣過後就沒事了,g06z03/您和您的配偶發生意見不合後，通常會生氣過後就沒事了,G06Z03/您和您的配偶發生意見不合後，通常生氣過後就沒事了,,D04Z03/您和您的配偶發生意見不合後，通常怎麼解決?(可多選):生氣過後就沒事了,,,,,,b25c03/您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?生氣過後就沒事了,V
您和您的配偶發生意見不合後，通常生氣過後就沒事了,g06z03/您和您的配偶發生意見不合後，通常會生氣過後就沒事了,G06Z03/您和您的配偶發生意見不合後，通常生氣過後就沒事了,,,,,,,,b25c03/您和您的配偶(同居伴侶)發生意見不合後，通常怎麼解決?生氣過後就沒事了,V
您和您的配偶發生意見不合後，通常會生氣過後就沒事了,g06z03/您和您的配偶發生意見不合後，通常會生氣過後就沒事了,G06Z03/您和您的配偶發生意見不合後，通常生氣過後就沒事了,,,,,,,,,V
您和您的配偶發生意見不合後，通常事後再討論,g06z04/您和您的配偶發生意見不合後，通常會事後再討論,G06Z04/您和您的配偶發生意見不合後，通常事後再討論,,,,,,,,,
您和您的配偶發生意見不合後，通常會由第三者撮和,g06z05/您和您的配偶發生意見不合後，通常會由第三者撮和,G06Z05/您和您的配偶發生意見不合後，通常由第三者撮和,,,,,,,,,
您和您的配偶發生爭吵時，子女也在場嗎?,g07/您和您的配偶發生爭吵時，子女也在場嗎?,G07/您和您的配偶發生爭吵時，子女也在場嗎?,,,,,,,,,
您認為夫妻爭吵對孩子影響大不大?,g08/您認為夫妻爭吵對孩子影響大不大?,G08/您認為夫妻爭吵對孩子的影響大不大?,,D06/您認為夫妻爭吵對孩子的影響大不大?,,,,,,,
除了看電視外，您和您配偶在一起時，最常做那些活動?,g09/除了看電視外，您和您配偶在一起時，最常做那些活動?,G09/除了看電視之外，您和您配偶在一起時，最常做那些活動?,,D07/除了看電視之外，您和您配偶在一起時，最常作哪些活動?,,,,,,,
通常你是如何處理這些收入的?,h01a/通常你是如何處理這些收入的?,H01B/通常你是如何處理這些收入的?,,,e01b/通常您是如何處理這些收入的?,,,,,,
通常他(她)是如何處理這些收入?,h02a/通常他(她)是如何處理這些收入?,H02B/通常他(她)是如何處理這些收入的?,,,,,,,,,
請問您的家庭必需開銷主要是由誰來管呢?,h03/請問您的家庭必需開銷主要是由誰來管呢?,,,,e03/請問您的家庭必需開銷主要是由誰來管呢?,,,,,,
除了家庭的必需開銷外，你們全家共用的錢通常是由誰來掌管呢?,h04/除了家庭的必需開銷外，你們全家共用的錢通常是由誰來掌管呢?,H04/除了家庭的必需開銷外，你們全家共用的錢通常是由誰來掌管呢?,,,e04a/除了家庭的必需開銷外，你們全家共用的錢通常是由誰來掌管呢?,,,,,,
訪問結束時間:__月,h05z01/訪問結束時間:__月,,,,,e05z01/訪問結束時間—月,,,,,
訪問結束時間:__日,h05z02/訪問結束時間:__日,,I03Z02/訪問結束時間:日,E07Z02/訪問結束時間__日,,,,,,,
訪問結束時間:__時,h05z03/訪問結束時間:__時,,I03Z03/訪問結束時間:時,,f06z03/訪問結束時間__時,e05z03/訪問結束時間—時,e06z03/訪問結束時間_時,,,,
訪問結束時間:__分 ;,h05z04/訪問結束時間:__分 ;,,I03Z04/訪問結束時間:分 ;,E07Z04/訪問結束時間__分 ;,,e05z04/訪問結束時間—分 ;,,,,,
問卷類別,x01a/問卷類別,X01A/問卷類別,X01A/問卷類別,Z01A/問卷類別,x01a/問卷類別,x01a/問卷類別,,,x01a/問卷類別,x01a/問卷類別,
主樣本年齡層,x01b/主樣本年齡層,X01B/主樣本年齡層,X01B/主樣本年齡層,Z01B/主樣本年齡層,x01b/主樣本年齡層,x01b/主樣本年齡層,x01b/主樣本年齡層,,x01b/主樣本年齡層,x01b/主樣本年齡層,
訪問時段,x01c/訪問時段,X01C/訪問時段,X01C/訪問時段,Z01C/訪問時段,x01c/訪問時段,x01c/訪問時段,x01c/訪問時段,,x01c/訪問時段,x01c/訪問時段,
月(訪問開始時間),x02z01/月(訪問開始時間),X02Z01/月(訪問開始時間),,,,,,,,,
日(訪問開始時間),x02z02/日(訪問開始時間),X02Z02/日(訪問開始時間),,,,,,,,,
時(訪問開始時間),x02z03/時(訪問開始時間),X02Z03/時(訪問開始時間),,,,,,,,,
分(訪問開始時間),x02z04/分(訪問開始時間),X02Z04/分(訪問開始時間),,,,,,,,,
